comment_id,year_sentiment,year_sentiment_confidence,negativereason,negativereason_confidence,year,name,comment_count,text,comment_created,latitude,longitude
5703061336777628,positive,1,,,2022,elenalesko1802,1,👏👏👏👏👏МОЛОДЦЫ,,52.05873,23.7139
5703061336777629,positive,0.3486,,,2022,kseniia_glod,0,Молодцы!,,52.05873,23.7139
5.70306E+15,positive,0.6837,,,2022,_s.u.r.p.r.i.s.e__,0,"""Ух ты, вау, рад что проводятся такие полезные мероприятия""",,52.05873,23.7139
5703061336777631,positive,1,,,2022,marakas73,0,Чел справа харош,,52.05873,23.7139
5703061336777632,positive,1,,,2022,marticrom,0,👏🔥,,52.05873,23.7139
5703061336777633,positive,1,,,2022,alinval87,0,🔥👏❤️,,52.05873,23.7139
5703061336777634,positive,0.6745,,,2022,_s.u.r.p.r.i.s.e__,0,"""Вааау, классно, классно, сколько же пользы от этого много, максимально полезная неделя и максимально полезное видео""",,52.0233,24.342715
5703061336777635,positive,0.634,,,2022,alinval87,0,❤️❤️❤️,,52.0233,24.342715
5703061336777636,positive,0.6559,,,2022,schizik_men,0,"""Харош, Кудрик""",,52.0233,24.342715
5703061336777637,positive,1,,,2022,mk.qqq,0,денчик 😳😍😍😍😍,,52.147724,25.512518
5703061336777638,positive,0.6769,,,2022,marakas73,0,Чел слева мегахарош,,52.147724,25.512518
5703061336777639,positive,1,,,2022,uo_ggkttid,0,❤️❤️❤️,,52.147724,25.512518
5.70306E+15,positive,1,,,2022,olya.sapon,0,👏,,52.147724,25.512518
5703061336777641,positive,0.6451,,,2022,n.a.t.alia_v,0,🙌🙌🙌,,52.147724,25.512518
5703061336777642,positive,1,,,2022,justbeaver3,0,С 8 мартом,,53.771395,26.19983
5703061336777643,positive,0.6842,,,2022,goshka_18,0,пчела вау😻😻😻,,53.771395,26.19983
5703061336777644,positive,1,,,2022,elenalesko1802,0,"""👏👏👏поздравляю, Елена Александровна ❤️❤️❤️""",,53.771395,26.19983
5703061336777645,positive,0.6931,,,2022,maxon_boy,0,🔥👏,,53.771395,26.19983
5703061336777646,positive,1,,,2022,__arinnss_,0,😂😂,,53.771395,26.19983
5703061336777647,positive,0.3486,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777648,positive,0.6837,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777649,positive,1,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5.70306E+15,positive,1,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777651,positive,1,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777652,positive,0.6745,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777653,positive,0.634,,,2022,__arinnss_,0,😂,,53.409532,24.54895
5703061336777654,positive,0.6559,,,2022,__arinnss_,0,😂,,53.148418,24.820862
5703061336777655,positive,1,,,2022,__arinnss_,1,😂😂😂,,53.148418,24.820862
5703061336777656,positive,0.6769,,,2022,n.a.t.alia_v,0,😍,,53.148418,24.820862
5703061336777657,positive,1,,,2022,slizhevskaiai,0,Ни пуха ни пера дорогие!,,53.148418,24.820862
5703061336777658,positive,1,,,2022,slizhevskaiai,0,"""Держим кулачки за всех, осталось ещё два дня!!!""",,53.148418,24.820862
5703061336777659,positive,0.6451,,,2022,n.a.t.alia_v,0,👏👏👏,,53.148418,24.820862
5.70306E+15,positive,1,,,2022,slizhevskaiai,0,Удачи,,53.148418,24.820862
5703061336777661,positive,0.6842,,,2022,elenalesko1802,0,👏👏👏Умницы❤️,,52.546296,24.988403
5703061336777662,positive,1,,,2022,slizhevskaiai,0,"""Самый лучший куратор, который с ребятами переживал с детьми самые значимые для них моменты. Пусть все получится у ребят и широкой и ровной дороги им!""",,52.546296,24.988403
5703061336777663,positive,0.6931,,,2022,elenalesko1802,0,В добрый путь❤️❤️❤️,,52.546296,24.988403
5703061336777664,positive,1,,,2022,annakurishko_,0,"""Людмила Александровна, Вы стали родным человеком не только для наших детей, но и для нас. Вместе мы провели не одно родительское собрание, устроили множество мероприятий. Без ваших организационных способностей и дипломатических талантов мы бы не обошлись. И сегодня мы хотим сказать вам: «Спасибо!». Спасибо за вашу мудрость, доброту и человечность. За ваши навыки и знания. За любовь и тепло, которые вы, «классная мама», все эти годы дарили нашим детям.""",,52.546296,24.988403
5703061336777665,positive,0.3486,,,2022,group_8mktt,0,❤️,,52.546296,24.988403
5703061336777666,positive,0.6837,,,2022,elenaprokhorova1323,0,"""Утро позитивное, удалось! Девчонки молодцы!!!""",,52.546296,24.988403
5703061336777667,positive,1,,,2022,pitonyych,0,"""очень тронуло мнение нашего депутата на данную тему, поэтому мне захотелось выразить свои точку зрения на этот счёт. Для меня смысл жизни в познании новых вещей, новых знакомствах с интересными, умными людьми, в достижении своих целей ( прямо сейчас моя цель выйти в топ Беларуси по brawl stars), а так же найти и осуществить свою мечту. Моя мечта - найти свое призвание в жизни, и осуществить ее как можно быстрее. Я считаю, что прямо сейчас я иду по правильному пути, желаю всем удачи в достижении своих целей и нахождения своего призвания в жизни!""",,52.546296,24.988403
5703061336777668,positive,1,,,2022,tatsiana_zhukowskaya,0,👏👏👏👏👏,,53.13888,26.02288
5703061336777669,positive,1,,,2022,x.post.blogs.8,0,"""Напишите пожалуйста👨‍👩‍👧‍👦 нам в директ, хотим выложить у нас, ваш пост, с отметкой вашего аккаунта, очень понравился❤️❤️❤️""",,53.13888,26.02288
5.70306E+15,positive,0.6745,,,2022,elenalesko1802,0,Хочу👏👏👏оставьте мне😍,,53.13888,26.02288
5703061336777671,positive,0.634,,,2022,ludmila.d785,0,❤️,,53.13888,26.02288
5703061336777672,positive,0.6559,,,2022,pitonyych,0,"""данный батл поразил меня до глубины души, много разных команд, идей, соревновательный дух… столько светлых, умных, радостных людей. Но больше всех меня поразил танец лучшей группы в этом колледже - 13ЭО одинаковый стиль, идеально подобранная цветовая гамма, красивые девушки. К сожалению, судьи предпочли других кандидатов, но наша группа не отчаивается и будет стараться поразить всех вас на других конкурсах. Всем творческих успехов!!""",,53.13888,26.02288
5703061336777673,positive,1,,,2022,pitonyych,0,"""@yan0303v_ полностью поддерживаю и добавить мне нечего, сказал как отрезал!""",,53.13888,26.02288
5703061336777674,positive,0.6769,,,2022,_angelikvew,0,@yan0303v_ лучший 😍,,53.13888,26.02288
5703061336777675,positive,1,,,2022,uo_ggkttid,0,"""@olgauldinovich Здравствуйте, да будет. Проходит каждую третью субботу месяца. А вообще, следите за информацией в наших социальных сетях и на сайте, так как бывают внеплановые 😊. Приходите, будем рады!""",,53.03921,27.56792
5703061336777676,positive,1,,,2022,alena.mazheika,0,31тп - молодцы👏👏👏,,53.03921,27.56792
5703061336777677,positive,0.6451,,,2022,alenadumanetskaia,0,"""🙌 Поздравляю весь ваш коллектив, вы лучшие!!!""",,53.03921,27.56792
5703061336777678,positive,1,,,2022,elenalesko1802,0,🔥🔥🔥вы-лучшие👏👏👏,,53.03921,27.56792
5703061336777679,positive,0.6842,,,2022,elenalesko1802,0,Пусть память о Великой Победе навсегда останется в наших сердца ❤️❤️❤️ С Днём Победы!!! Будем жить 💯💯💯,,53.03921,27.56792
5.70306E+15,positive,1,,,2022,uo_ggkttid,0,👏👏👏,,53.03921,27.56792
5703061336777681,positive,0.6931,,,2022,gkrupkevich,0,Молодцы ребята 👏👏👏,,53.03921,27.56792
5703061336777682,positive,1,,,2022,sozonenkoolga,1,"""Спасибо всем за работу,за память.""",,52.79549,27.55441
5703061336777683,positive,0.3486,,,2022,taniabeznosik57,0,Поздравляю!,,52.79549,27.55441
5703061336777684,positive,0.6837,,,2022,firmleee,0,я также знаю)😍,,52.79549,27.55441
5703061336777685,positive,1,,,2022,karinavolotkevic4,0,И я знаю!😍,,52.79549,27.55441
5703061336777686,positive,1,,,2022,uo_ggkttid,0,Кто ещё знает?😍,,52.79549,27.55441
5703061336777687,positive,1,,,2022,firmleee,0,я также знаю)😍,,52.79549,27.55441
5703061336777688,positive,0.6745,,,2022,karinavolotkevic4,0,И я знаю!😍,,52.79549,27.55441
5703061336777689,positive,0.634,,,2022,elenalesko1802,0,Знаю😍,,52.79549,27.55441
5.70306E+15,neutral,0.6559,,,2022,_s.u.r.p.r.i.s.e__,0,"""Сколько лет учился а юлбарисова максима не знаю. Познакомите?""",,52.106505,26.125488
5703061336777691,neutral,1,,,2022,olgauldinovich,0,Здравствуйте! Будет ли ещё в колледже день открытых дверей?,,52.106505,26.125488
5703061336777692,neutral,0.6769,,,2022,arina_cejdlica89,0,"Мне нравится оформление вашего странички, народу бы по-больше сюда еще. Есть тут одна специалистка Анна Кефман она как раз на привлечении народа специализируется, только напишите ей сейчас, что вы от меня",,52.106505,26.125488
5703061336777693,neutral,1,,,2022,xomyak_v_minecrafte ,0,БубЭн в кадр попал,,52.106505,26.125488
5703061336777694,neutral,1,,,2022,_cutein_,0,К какой завтра паре?,,52.106505,26.125488
5703061336777695,positive,0.6451,,,2020,neson.anna,0,"""Поздравляю! Чемпионы, удачи вам👍""",2015-02-24 11:35:52 -0800,52.106505,26.125488
5.70301E+17,positive,1,,0,2020,neson.anna,0,❤️❤️❤️,2015-02-24 17:15:59 -0800,52.106505,26.125488
5.70301E+17,positive,0.6842,,,2020,n.a.t.alia_v,0,🔥🔥🔥🔥🔥,2015-02-24 16:15:48 -0800,53.090825,25.323835
5.70301E+17,positive,1,,0.7033,2020,n.a.t.alia_v,0,👏👏👏👏👏,2015-02-24 15:15:36 -0800,53.090825,25.323835
5.70301E+17,positive,0.6931,,1,2020,sasha_night110,0,🐈😻,2015-02-24 14:14:45 -0800,53.68002,23.8272
5.70301E+17,positive,1,,0.6842,2020,ssaanneecchhkkaa,0,😻,2015-02-24 13:14:33 -0800,53.68002,23.8272
5.70301E+17,positive,0.6745,,0,2020,sunvaleriiia ,0,😻,2015-02-24 06:13:57 -0800,53.68002,23.8272
5.703E+17,positive,0.634,,,2020,polinaravinskaia,0,😻,2015-02-24 07:12:29 -0800,53.68002,23.8272
5.703E+17,positive,0.6559,,,2020,group_8mktt,0,😻,2015-02-24 08:11:19 -0800,53.68002,23.8272
5.70295E+17,positive,1,,,2020,tamaraadova,0,😻,2015-02-24 09:53:27 -0800,53.68002,23.8272
5.70294E+17,positive,0.6769,,0,2020,___nrbnk,0,😻,2015-02-24 11:48:24 -0800,53.68002,23.8272
5.7029E+17,positive,1,,,2020,elenalesko1802 ,0,📚🧵👱‍♀️🌈🌺🧶🌟,2015-02-24 10:30:40 -0800,53.68002,23.8272
5.7029E+17,positive,1,,,2020,l._.rysichka._.l,0,😻,2015-02-24 03:30:06 -0800,53.89993,25.2962
5.70287E+17,positive,0.6451,,,2020,masqkv ,0,😻,2015-02-24 02:21:28 -0800,53.89993,25.2962
5.70286E+17,positive,1,,,2020,snezhok0110 ,1,😻,2015-02-24 01:15:29 -0800,53.89993,25.2962
5.70282E+17,positive,0.6842,,0.3684,2020,taniabeznosik57,0,😻,2015-02-24 10:01:50 -0800,53.89993,25.2962
5.70287E+17,positive,1,,1,2021,margosha9010,0,"""🔥🔥🔥 Пожалуй, лучшее начало учебного года для учащихся Скидельского лицея🔥🔥🔥""",2015-02-24 13:19:22 -0800,53.89993,25.2962
5.70287E+17,neutral,0.6931,,0.3626,2021,liliyakurilenok ,0,Цените каждое мгновение! Будет что вспомнить!!!,2015-02-24 12:18:07 -0800,53.89993,25.2962
5.70286E+17,positive,1,,0.3732,2021,nyu_tyk,0,На 3 фотографии очень красивые парни😍😍😍,2015-02-24 11:16:16 -0800,53.89993,25.2962
5.70286E+17,neutral,0.6492,,0,2021,mk.qqq ,0,как зовут марка?😍,2015-02-24 10:14:19 -0800,53.89993,25.2962
5.70286E+17,neutral,0.6776,,0,2021,mk.qqq,0,@mk.qqq можно познакомиться?,2015-02-24 21:14:11 -0800,53.89993,25.2962
5.70286E+17,positive,1,,,2021,bezmen3,0,❤️❤️❤️👏👏👏,2015-02-24 23:14:02 -0800,53.89993,25.2962
5.70285E+17,neutral,0.6523,,0,2021,alinval87,0,👏👏👏❤️❤️❤️😍😍😍,2015-02-24 22:12:21 -0800,53.89993,25.2962
5.70285E+17,neutral,1,,0.691,2021,mk.qqq,0,что за крошки на 6м фото?,2015-02-24 01:11:38 -0800,53.89993,25.2962
5.70284E+17,neutral,0.663,,0,2021,tassyaa.a,0,@mk.qqq хлебные скорее всего,2015-02-24 02:09:10 -0800,53.89993,25.2962
5.70284E+17,negative,0.6793,,0,2021,gsakass,0,меня так много на этом аккаунте что аж страшно становится,2015-02-24 03:06:47 -0800,53.89993,25.2962
5.70284E+17,neutral,1,,0.6806,2021,sexynastyyy,0,я самая лучшая,2015-02-24 04:06:13 -0800,52.05873,23.7139
5.70283E+17,neutral,1,,0.6716,2021,gsakass,0,@sexynastyyy и я,2015-02-24 05:05:45 -0800,52.05873,23.7139
5.70282E+17,neutral,1,,0.7021,2021,sexynastyyy,0,@gsakass нет,2015-02-24 06:00:20 -0800,52.05873,23.7139
5.70282E+17,positive,0.6589,,,2021,shimanitsa.ilia,0,И снова краш в фиолетовой кофте 🔥🔥❤️❤️,2015-02-24 07:00:19 -0800,52.05873,23.7139
5.70281E+17,neutral,1,,0.6383,2021,mk.qqq,0,@shimanitsa.ilia бежевая кофта лучше!!,2015-02-24 08:54:12 -0800,52.05873,23.7139
5.7028E+17,neutral,1,,,2021,tassyaa.a,0,@shimanitsa.ilia бежевая круче:/,2015-02-24 20:50:55 -0800,52.05873,23.7139
5.70278E+17,positive,1,,0.6516,2021,_volchkevich_m,0,И снова красавчик в фиолетовой кофте 😍❤️,2015-02-24 18:44:10 -0800,52.05873,23.7139
5.70278E+17,negative,1,Late Flight,0.6542,2021,olegpilets,0,1000-7 ?,2015-02-24 19:42:45 -0800,52.05873,23.7139
5.70277E+17,neutral,0.6695,,0.3356,2021,_sheee.eeesh,0,Краш в фиолетовой кофте!!🔥,2015-02-24 17:41:46 -0800,52.05873,23.7139
5.70277E+17,positive,1,,,2021,dazreexx,0,Мальчик в фиолетовом свитшоте просто краш🔥❤️,2015-02-24 16:39:15 -0800,52.05873,23.7139
5.70276E+17,positive,1,,0.6684,2021,__chillwind__,0,Девочки красотки 😍,2015-02-24 09:37:38 -0800,52.05873,23.7139
5.70276E+17,neutral,1,,1,2021,shimanitsa.ilia,0,Как зовут красавчика в светло-бежевой кофте?😍❤️♥️😍,2015-02-24 15:36:12 -0800,52.05873,23.7139
5.70275E+17,positive,0.6791,Damaged Luggage,0.6791,2021,liliyakurilenok,0,"""Красота какая! Молодцы создатели этого фильма. Обьемно, быстро, красочно о нашей Гродненщине!""",2015-02-24 14:34:00 -0800,52.0233,24.342715
5.70275E+17,positive,1,Lost Luggage,0.6563,2021,ggptk_,0,👏👏👏,2015-02-24 09:32:46 -0800,52.0233,24.342715
5.70275E+17,positive,1,Lost Luggage,1,2021,piton__baton,0,чё за красавчики🥶🥶,2015-02-24 13:32:43 -0800,52.0233,24.342715
5.70275E+17,positive,1,Customer Service Issue,0.3551,2021,hauptziel,1,Лучшие!!!🔥🔥🔥,2015-02-24 03:32:39 -0800,52.147724,25.512518
5.70273E+17,neutral,1,Customer Service Issue,1,2021,iuliiaporechenk,0,Разместите на сайте конкурсы.com будет больше участников,2015-02-24 02:24:12 -0800,52.147724,25.512518
5.70273E+17,positive,1,,1,2021,n.a.t.alia_v,0,🔥🔥🔥🔥🔥,2015-02-24 08:22:16 -0800,52.147724,25.512518
5.70272E+17,positive,1,,,2021,o.sapon_twins,0,👏,2015-02-24 09:21:51 -0800,52.147724,25.512518
5.67749E+17,positive,1,,,2019,elenalesko1802,0,🔥🔥🔥,2015-02-17 10:15:33 -0800,52.147724,25.512518
5.67749E+17,positive,1,Customer Service Issue,1,2019,_v_e_r_a_78,0,👏👏👏Владик-работяга✊,2015-02-17 4:13:33 -0800,53.771395,26.19983
5.67748E+17,neutral,0.6534,,0,2019,elenalesko1802,0,Как неожиданно увидеть программистов без компьютеров)))🔥,2015-02-17 3:12:23 -0800,53.771395,26.19983
5.67748E+17,positive,0.6606,,0,2019,karinavolotkevic4,0,Какая красотулечка в вышиванке,2015-02-17 2:12:04 -0800,53.771395,26.19983
5.67748E+17,positive,1,,1,2019,wherealtliza,0,😍🔥,2015-02-17 1:11:35 -0800,53.771395,26.19983
5.67748E+17,positive,1,,1,2019,_s.u.r.p.r.i.s.e__,0,"""Ну крутые, ну крутые""",2015-02-17 10:11:24 -0800,53.771395,26.19983
5.67748E+17,positive,1,,1,2019,taniabeznosik57,0,👏👏👏,2015-02-17 15:11:07 -0800,53.409532,24.54895
5.67748E+17,positive,1,,1,2019,_s.u.r.p.r.i.s.e__,0,"""Вот это достижение, вот это молодцы, ай да ребята.""",2015-02-17 14:09:55 -0800,53.409532,24.54895
5.67747E+17,positive,1,,,2019,tarm_hats,0,"""Отличный кадр, супер страница💎 успехов и процветания вам🍀""",2015-02-17 13:04:59 -0800,53.409532,24.54895
5.67746E+17,positive,0.6923,,0,2019,elenalesko1802,0,Умнички 👏👏👏горжусь ❤️❤️❤️,2015-02-17 12:02:12 -0800,53.409532,24.54895
5.67745E+17,positive,0.6632,,0.6632,2019,elenaprokhorova1323,0,Класс! Очень красиво смотрится,2015-02-17 11:58:38 -0800,53.409532,24.54895
5.67745E+17,negative,1,Cancelled Flight,1,2019,ruslan.faleichik,0,"""Мне кажется, но на митингах за победу не ходят с флажками..""",2015-02-17 10:58:13 -0800,53.409532,24.54895
5.67745E+17,neutral,1,,,2019,elenalesko1802,0,Наша надежда на новые супер-коллекции❤️❤️❤️,2015-02-17 09:57:21 -0800,53.409532,24.54895
5.67744E+17,positive,1,,,2019,irina.stepanchuk.81,1,"""❤️👏😍Не знала, что мой сын умеет танцевать Вальс, спасибо Вам, куратор, мы гордимся Вами!!!""",2015-02-17 15:55:44 -0800,53.148418,24.820862
5.67743E+17,positive,0.6775,,,2019,elenalesko1802,0,👏👏👏👏👏,2015-02-17 14:50:56 -0800,53.148418,24.820862
5.67742E+17,positive,1,,,2019,vasilevskaianatalia4925,0,Молодцы!!,2015-02-17 13:45:33 -0800,53.148418,24.820862
5.67742E+17,neutral,0.7067,,0,2019,christiefokina,0,"""Молодцы, засранцы""",2015-02-17 12:45:22 -0800,53.148418,24.820862
5.67741E+17,positive,1,,,2019,elenalesko1802,0,Горжусь нашими учащимися👏👏👏,2015-02-17 11:43:45 -0800,53.148418,24.820862
5.67741E+17,positive,1,,,2019,elenalesko1802,0,Арина🔥🔥🔥,2015-02-17 10:43:34 -0800,53.148418,24.820862
5.6774E+17,positive,1,,,2019,alena.mazheika,0,Молодцы 👏👏👏,2015-02-17 09:40:35 -0800,53.148418,24.820862
5.6774E+17,positive,1,,,2019,alena.mazheika,0,31тп 🔥🔥🔥 - коллективная работа даёт хорошие результаты 👍,2015-02-17 13:39:54 -0800,52.546296,24.988403
5.6774E+17,positive,0.6596,,0,2019,alinval87,0,👏,2015-02-17 12:38:07 -0800,52.546296,24.988403
5.6774E+17,positive,1,,,2019,elenalesko1802,0,👏👏👏👏👏,2015-02-17 11:38:07 -0800,52.546296,24.988403
5.6774E+17,negative,0.6736,Flight Booking Problems,0.3463,2019,koshlyaka_marina90,0,"""Вот всё здесь хорошо, а страдает посещаемость""",2015-02-17 15:37:12 -0800,52.546296,24.988403
5.67739E+17,positive,0.7027,Can't Tell,0.7027,2019,margosha9010,0,Юлечка гордимся тобой!!! Дерзай у тебя всё получится!!,2015-02-17 10:36:48 -0800,52.546296,24.988403
5.67739E+17,positive,1,,,2019,gabrielabozdemir,0,👏👏👏👏👏👏👏👏👏👏👏😍😍😍😍🔥🔥🔥🔥,2015-02-17 20:36:42 -0800,52.546296,24.988403
5.67739E+17,positive,0.6527,,0,2019,olegpilets,0,🔥👏,2015-02-17 09:33:59 -0800,52.546296,24.988403
5.67739E+17,positive,1,Cancelled Flight,1,2019,elenalesko1802,0,🔥🔥🔥🔥🔥,2015-02-17 01:33:52 -0800,53.13888,26.02288
5.67738E+17,positive,1,Customer Service Issue,1,2019,atianatsybo,0,👏👏👏,2015-02-17 23:32:57 -0800,53.13888,26.02288
5.67738E+17,positive,1,Cancelled Flight,0.6836,2019,hauptziel,0,🔥,2015-02-17 09:32:31 -0800,53.13888,26.02288
5.67738E+17,positive,1,Customer Service Issue,0.346,2019,olganenartovich1,0,👏👏👏,2015-02-17 08:31:38 -0800,53.13888,26.02288
5.67738E+17,positive,1,Customer Service Issue,1,2019,grodnenskii_oblastnoi_spts,0,🔥👏,2015-02-17 10:31:17 -0800,53.13888,26.02288
5.67738E+17,positive,1,,,2019,o.sapon_twins,0,Спасибо 🤗,2015-02-17 09:30:52 -0800,53.13888,26.02288
5.67738E+17,positive,0.6606,,,2019,osmolovskayatatiana_3607,0,Спасибо большое за поздравление!!!,2015-02-17 05:29:39 -0800,53.13888,26.02288
5.67738E+17,positive,0.6619,,0,2019,slizhevskaiai,0,🙌👏👏👏👏👏,2015-02-17 04:29:32 -0800,53.03921,27.56792
5.67738E+17,positive,0.6838,,0,2019,karinavolotkevic4,0,"""Какие чудесные дети, у них точно счастливые мамы.""",2015-02-17 09:29:30 -0800,53.03921,27.56792
5.67738E+17,positive,0.6617,,,2019,svetlana.shoka,0,👏👏👏,2015-02-17 03:29:15 -0800,53.03921,27.56792
5.67737E+17,positive,1,Can't Tell,0.6632,2019,svetlana.shoka,0,👏👏👏,2015-02-17 02:28:50 -0800,53.03921,27.56792
5.67737E+17,positive,1,,,2019,_s.u.r.p.r.i.s.e__,0,"""Гордимся🔥🔥🔥огонь, классно""",2015-02-17 01:28:19 -0800,53.03921,27.56792
5.70309E+17,negative,0.6469,,,2020,_.boy_sunset._,0,"""Вы предупреждайте если выкладывать будете, а то как то на фотке не очень получился """,2015-02-24 12:48:38 -0800,53.03921,27.56792
5.70309E+17,positive,0.6869,,,2020,yulyanochka_v,0,Круто ! ,2015-02-24 11:48:29 -0800,53.03921,27.56792
5.70309E+17,positive,1,,,2020,svetlana.shoka,0,😍,2015-02-24 23:45:20 -0800,52.79549,27.55441
5.70308E+17,positive,1,Flight Attendant Complaints,0.6522,2020,o.sapon_twins,0,❤️,2015-02-24 20:42:34 -0800,52.79549,27.55441
5.70305E+17,positive,1,Bad Flight,1,2020,helenamasko,0,🔥👏,2015-02-24 18:32:49 -0800,52.79549,27.55441
5.70305E+17,positive,0.6472,,0,2020,svetlana.shoka,0,👏👏👏,2015-02-24 19:31:45 -0800,52.79549,27.55441
5.70305E+17,positive,0.6939,,,2020,o.sapon_twins,0,🔥,2015-02-24 09:30:52 -0800,52.79549,27.55441
5.70304E+17,neutral,1,Flight Booking Problems,0.6921,2020,__d0d0_0,0,"""Здравствуй небо в облаках""",2015-02-24 08:26:08 -0800,52.79549,27.55441
5.703E+17,neutral,1,Can't Tell,1,2020,__d0d0_0,0,"""@_ggsnekit.kon вот он я, привет войска!""",2015-02-24 10:11:12 -0800,52.79549,27.55441
5.70297E+17,positive,0.6913,Flight Attendant Complaints,0.3499,2019,hauptziel,0,🔥,2015-02-24 11:01:10 -0800,52.79549,27.55441
5.70296E+17,positive,1,Flight Booking Problems,0.6631,2019,valentinalukoshko,0,👏👏👏,2015-02-24 09:57:16 -0800,52.106505,26.125488
5.70296E+17,positive,1,,,2019,elenalesko1802,0,Самые активные и трудолюбивые 😉,2015-02-24 08:56:03 -0800,52.106505,26.125488
5.70295E+17,positive,1,Cancelled Flight,1,2019,o.sapon_twins,0,👍,2015-02-24 19:52:27 -0800,52.106505,26.125488
5.70294E+17,positive,0.6994,,,2019,nadezhda_2212,0,Молодцы👍👍👍,2015-02-24 22:49:29 -0800,52.106505,26.125488
5.70294E+17,neutral,0.649,,0,2019,valentinalukoshko,0,🙌,2015-02-24 20:46:22 -0800,52.106505,26.125488
5.70294E+17,positive,1,,,2019,valentinalukoshko,0,"""Ребята, искренне благодарю 👏всех вас за то, что такие умнички ❤️есть! С вами было приятно общаться, делиться опытом. Я всем коллегам и друзьям говорю, что группа 30тп особенная 🔥- все искренние, добрые, рассудительные, смышлёные, понятливые, находчивые, деловые, целеустремлённые, благоразумные... Удачи вам!""",2015-02-24 19:46:21 -0800,52.106505,26.125488
5.70292E+17,positive,0.6634,Flight Booking Problems,0.6634,2019,elenalesko1802,0,"""Самые лучшие, красивые и талантливые дети🤗🤗🤗и фотографы🙂все молодцы""",2015-02-24 10:41:08 -0800,52.106505,26.125488
